HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
403,197,230,293,365,19178,9.705882353,10
444,265,324,304,353,11781,4.5,4
839,363,419,445,484,15463,7.548387097,8
2241,584,822,716,904,29643,15,15
376,253,304,281,321,10637,4.555555556,3
1522,426,425,462,437,14334,13.875,20
440,219,261,260,288,10985,12,20
1349,370,418,436,480,23716,12.5,15
1084,365,411,434,462,17575,13.88888889,15
504,338,363,372,396,16375,10,10
303,177,204,225,245,8573,3.75,4
1408,390,469,432,508,17886,3.285714286,5
848,372,386,404,426,13972,10,25
989,472,477,507,507,16856,12.08333333,12
2589,620,650,692,733,28038,11.75,15
1128,267,329,351,436,19444,33,60
3556,735,701,838,805,34382,7.35,7
878,285,331,349,410,16534,10.47058824,12
5164,650,715,782,842,50548,8.416666667,10
1500,258,346,331,414,15518,10.44444444,12
666,255,332,325,394,14934,4.5,4
0,0,0,0,0,0,17.5,25
874,355,370,389,418,13393,4.04,10
275,192,252,286,338,11164,10,10
537,274,311,336,354,12021,8.2,10
4206,789,804,834,850,37411,12.66666667,10
3422,638,775,693,807,33068,18.2,27
1082,436,575,469,577,20438,8.75,16
1938,483,787,629,807,47363,12.33333333,21
1153,562,583,609,629,22327,50,100
750,118,366,152,325,11638,10.66666667,13
867,399,418,428,454,16933,13.21428571,15
1892,608,659,704,745,27443,9.5,30
986,485,495,530,539,18013,20.11111111,25
2618,621,657,664,704,27432,22.5,25
476,200,235,277,296,9379,11.25,13
548,213,307,256,317,11564,5.8,5
537,341,393,388,428,13705,4.848484849,4
998,488,550,581,602,29540,6.25,10
498,243,284,285,326,11462,20,25
1240,395,496,436,550,19153,5.375,5
524,244,279,271,300,10213,11.66666667,22
546,248,297,306,333,9783,8.125,10
1748,351,355,382,391,14059,5.523809524,10
5256,901,1066,948,1007,41906,14.25,26
351,213,245,225,356,9679,12.89473684,20
0,0,0,0,0,0,11.33333333,10
3608,336,462,421,526,19440,80,50
872,534,548,594,607,19255,79.16666667,50
5727,694,1051,826,981,47422,5.346153846,5
570,226,249,276,301,10637,10.0625,25
5266,495,675,669,785,43828,9.2,10
430,237,283,281,320,10269,12,14
498,278,348,357,390,13894,8.333333333,25
427,250,286,296,356,14425,7.076923077,5
5000,738,963,797,959,50907,11,13
915,524,547,573,592,18503,14.7,25
481,195,248,265,307,11476,15.33333333,10
988,169,246,247,344,9190,6.25,6
653,194,218,252,292,12177,7.935666667,20
829,226,244,270,299,10281,10.36363636,12
521,364,384,398,419,13027,8.571428571,10
2598,470,557,562,661,31631,8.222222222,15
1421,435,604,534,662,18555,5.714285714,6
1566,326,407,368,502,21899,15,25
3692,783,826,827,864,32609,7.2,12
474,163,205,218,253,10597,9.133333333,12
1693,423,467,457,492,17493,11.66666667,15
678,261,292,303,347,11625,13.33333333,40
755,496,530,520,578,16944,12.14285714,17
528,284,338,306,359,11925,12.47826087,25
441,246,268,261,289,8328,7.181818182,8
852,377,401,383,417,13398,4.076923077,4
966,418,463,479,569,22845,7.363636364,10
946,481,505,510,534,18144,7,11
1072,529,647,579,663,26712,7.833333333,5
531,226,248,283,322,10808,11.66666667,25
1010,407,519,560,632,23774,7.16,11
719,224,269,280,321,12226,7.6,15
987,361,440,400,485,18610,12.11111111,19
801,324,382,419,478,19724,4.9,5
1830,581,606,648,674,26464,12.42857143,26
600,257,308,292,349,12433,9.52631579,10
587,291,302,317,331,10789,17.53846154,10
2026,655,711,756,829,31520,32.41666667,50
517,327,375,389,416,12605,11,25
266,146,167,217,211,7863,8.09375,5
1550,456,613,549,709,22772,17.5,10
1432,420,423,453,461,14210,7.2,8
694,337,392,394,439,14874,27.14285714,15
548,238,236,261,271,7325,7.941176471,10
1010,547,554,611,618,18137,15,15
5965,1168,1261,1053,1089,68814,9.857142857,16
1719,213,377,339,369,11525,12.83333333,13
224,138,163,193,218,7051,5.333333333,6
612,508,510,551,547,23219,12.33333333,15
2412,549,534,564,549,16642,20,10
929,437,446,465,481,13814,12.875,15
481,172,218,227,264,9264,15,20
483,198,231,245,283,9290,11.58333333,20
951,168,178,222,229,5893,17.875,20
1034,511,534,558,574,19422,9,12
2644,440,447,555,566,18944,12.5,5
933,370,366,384,381,12873,15,7
1057,425,489,482,530,17343,9.2535,10
3010,410,518,431,559,19149,8.333333333,5
4306,1500,1500,1185,1236,82626,4.222222222,5
363,156,193,214,244,7079,8.4,20
1088,421,514,511,557,21558,15,20
3200,267,292,325,338,11115,13.2,15
208,201,242,255,296,11136,17.17647059,20
1861,349,507,529,641,25565,16.25,25
916,338,419,383,480,19463,20,20
698,232,300,265,340,14431,13.125,25
693,404,479,439,486,16698,5.125,5
666,358,432,394,486,17162,20,25
2438,540,672,588,687,30429,40.75,47
548,289,327,340,388,11933,11.66666667,25
595,362,436,437,560,18202,7,15
582,301,325,321,354,11139,4,5
605,213,241,269,303,10788,19.6,35
916,270,388,401,519,18827,11.18181818,15
1063,150,148,206,223,6871,3.035714286,3
1279,410,456,403,466,15287,11.25,12
585,197,244,228,288,11955,8.8,15
538,251,258,281,298,10118,10.1875,25
789,200,224,245,271,9717,8.864864865,15
865,341,387,392,432,15630,6.266666667,10
761,321,347,351,354,12145,10.81818182,10
3676,683,692,724,722,23977,20,5
550,282,401,365,433,15296,5.518518519,5
1243,414,467,464,507,15884,10.4,15
940,335,408,404,471,17478,16,20
1548,572,632,646,736,40741,25,20
871,381,412,436,476,16559,7.836734694,7
619,244,271,300,324,13392,12.25,15
412,311,354,342,380,13227,9.333333333,22
1033,329,460,376,473,16482,15,21
334,212,259,259,305,10385,14.72,10
889,408,483,468,528,16268,3.72,5
547,295,323,317,366,12810,8.571428571,15
1408,611,637,643,676,21203,4.571428571,9
1213,363,416,436,493,18860,12.46076923,15
5863,1500,1500,1146,1150,174523,50,50
480,270,288,302,304,12144,15.375,10
770,267,279,306,337,12892,15,25
1930,462,520,581,648,31606,9.363636364,5
1728,470,511,503,523,16413,25,25
548,197,246,259,300,10044,12.375,16
485,210,261,260,297,10053,18.04347826,10
764,320,363,377,406,11242,20,20
415,205,221,239,251,8605,5.428571429,5
986,354,389,369,405,13968,7.6,7
1633,542,691,595,743,23822,7.166666667,15
1553,215,238,295,318,8322,5.863636364,6
2453,438,451,436,475,15707,5.8125,7
922,264,273,332,354,12774,6,5
683,267,309,325,362,11879,16.57142857,29
550,249,356,293,360,12591,12.5,18
631,273,278,288,294,8650,25,10
821,361,413,407,442,16822,20.33333333,28
927,299,322,372,410,14428,5,26
770,213,264,276,313,11794,4.714285714,13
496,345,373,337,378,12641,3.222222222,5
403,199,260,253,301,10368,7.571428571,10
932,442,506,519,558,22287,18.26666667,24
495,322,350,366,376,11404,14.09090909,10
1135,265,299,306,324,11259,9.923076923,12
351,171,186,219,237,8814,25,25
706,439,470,467,500,17192,12,20
609,257,338,299,323,10569,6,5
877,415,430,446,459,14758,11.28571429,10
1060,559,572,637,655,21036,7.866666667,10
1270,363,471,429,519,17548,6.269230769,5
365,147,218,215,251,6802,5.538461539,6
476,229,276,304,339,12437,9.333333333,11
5931,1500,1500,1069,1133,87490,12.80769231,21
1345,372,436,407,437,17201,15,15
625,247,274,301,343,13242,7.222222222,13
825,488,522,518,561,16933,6.181818182,5
1067,481,529,534,580,17607,12.2005,10
583,248,265,284,318,11260,12,5
2293,312,318,365,376,14560,10.6,10
605,213,241,269,303,10788,22,25
550,387,427,467,502,20210,5.545454545,8
466,205,242,242,265,10962,25,30
923,554,584,661,711,25962,9.230769231,10
594,337,350,343,347,13094,2.571428571,2
848,219,288,299,390,14894,16,10
686,169,182,226,253,9678,7.59375,5
688,402,432,442,475,16158,9.4,5
1289,394,476,521,610,27608,50,75
3327,404,429,484,538,18128,10.88888889,10
2008,788,863,782,832,39749,5.166666667,5
1070,384,420,435,476,17806,6.533333333,14
492,316,349,304,339,12451,10.14285714,11
1509,545,617,599,680,23170,9,11
499,270,325,320,372,12615,20,20
2400,451,526,481,569,17470,13.14285714,20
2906,688,653,740,707,26708,10.6,15
738,313,350,372,411,14070,15.75,25
1465,283,341,369,519,24555,10.70588235,10
1025,408,443,442,483,16350,30,30
2397,409,486,402,459,16946,9.9,20
764,269,307,317,353,13439,15,20
753,387,432,417,452,17356,25,10
835,473,497,477,507,16227,9.375,15
221,216,274,252,304,10791,11.33333333,15
1537,495,509,528,544,17689,11.19230769,10
803,333,360,375,417,14356,5.823529412,5
402,168,251,199,240,10003,6.538461539,8
1074,469,472,510,516,18042,9.363636364,15
1163,378,459,439,526,23408,5.4,5
360,198,217,248,269,8452,3.555555556,4
2387,394,399,446,447,17331,8.045454546,15
711,223,269,266,309,14751,26.25,25
550,288,344,303,349,13538,9.642857143,10
676,379,409,380,433,13487,6.75,15
999,411,453,465,496,15934,18.71428571,21
673,358,383,381,416,13043,12.11111111,20
4093,603,731,666,774,30123,18.75,23
3330,517,581,576,632,22695,12.5,11
2051,417,416,454,453,12747,23.125,12
438,275,324,282,304,10632,8.2,9
399,211,259,249,295,9617,6.2,10
5444,816,847,847,857,42502,12.71428571,5
1274,789,798,804,825,26360,6.409090909,10
1314,363,379,376,398,12406,17.5,50
1097,485,562,534,601,21132,14.6,19
4220,982,1311,954,1114,68148,12,19
3223,487,516,568,597,22177,6.444444444,10
944,355,350,430,454,14928,13.09090909,17
1115,512,582,517,619,20171,3.857142857,5
355,208,224,229,244,9881,20,20
1412,499,601,538,606,24758,12,16
1176,251,314,308,373,13924,9.111111111,14
916,505,571,496,571,18849,9.2,9
517,303,344,348,416,15032,2.578947368,3
408,215,253,259,286,9667,8.444444444,7
1028,208,234,220,263,10716,21.09090909,10
1848,505,515,560,581,19729,5.684210526,7
874,419,462,457,506,17263,12.7,10
887,337,459,433,531,21539,9.666666667,17
5778,517,1068,668,996,57644,62.5,100
376,178,233,219,248,10244,6,10
477,301,345,342,389,13345,5.833333333,1
435,181,232,225,265,9026,8,5
1493,229,298,276,320,10841,9.303030303,11
3992,801,821,839,858,29156,6.666666667,20
2741,414,453,467,461,18997,12.5,12
1342,472,543,551,607,23348,4.520833333,5
921,419,506,479,528,18641,11.5,15
818,302,397,345,444,15112,5.642857143,5
1644,396,426,450,489,16298,3,4
3009,411,455,493,546,20728,12.5,17
725,423,424,495,514,16344,8.217391304,14
434,193,227,240,272,9025,12.85714286,21
1159,572,557,574,561,17337,6.230769231,3
412,307,333,293,328,10090,11.28571429,16
357,205,268,260,303,9192,20,20
1028,585,609,626,671,21420,21.69230769,25
2854,649,769,700,807,33887,6.416666667,7
1610,413,644,551,721,24479,12.5,12
694,270,376,339,450,14428,13,18
2725,629,684,662,734,24424,15,30
3435,490,546,560,614,26467,32.30769231,50
616,212,234,248,282,11912,5.133333333,5
662,352,406,394,456,13460,12.5,15
5501,817,924,870,958,41734,12.125,10
3200,310,311,333,343,17224,3.106060606,4
397,203,244,246,284,9609,8.5,10
3461,404,423,479,514,17618,18.33333333,35
923,447,481,493,524,17104,12.9,20
593,367,458,375,446,14435,25,25
2419,364,409,470,533,23128,9.857142857,5
403,174,240,201,264,9704,8,10
893,443,463,508,527,17519,9.25,14
1223,575,644,638,704,27751,25,25
962,327,479,361,465,14486,5.111111111,11
1452,352,397,410,467,20619,25,25
404,180,212,231,257,8761,8.4,10
2891,243,246,366,417,11755,15.2,26
821,392,397,414,423,12700,6,6
1203,462,473,497,543,17989,15,15
888,328,368,371,410,17342,5.714285714,10
679,236,247,304,328,6997,47.18181818,100
2674,561,574,648,662,37883,19.16666667,25
867,312,352,383,420,15180,11.4,15
1566,385,443,422,471,15898,23.57142857,5
1869,358,358,344,359,15739,20,25
333,205,219,278,319,10286,16.42857143,25
448,195,224,247,286,8183,9.916666667,10
1943,426,444,439,523,16702,13.33333333,5
966,517,528,547,569,18463,7.714285714,5
1130,333,383,385,431,15654,14,20
3343,708,760,768,794,23333,17.5,40
0,0,0,0,0,0,6,1
937,321,441,433,545,18567,15,21
789,413,430,425,447,14123,5.833333333,5
1821,454,466,486,505,17008,7.384615385,10
607,279,371,346,442,19317,15,21
263,191,215,221,257,9674,8.416666667,15
3700,444,583,559,667,31003,12.5,14
860,392,393,419,422,13088,17.05882353,40
1094,412,502,531,604,23020,7.875,10
576,289,308,304,323,10642,8.923076923,10
518,255,261,279,311,12898,26.44444444,20
478,213,243,230,264,8810,7.25,8
0,0,0,0,0,0,5.230769231,6
1271,733,752,743,752,23282,15.09090909,20
586,242,295,288,348,13539,9.142857143,18
1003,483,484,481,464,14992,6.25,6
612,330,326,392,400,13162,12.1,22
1464,480,474,513,544,18525,7,10
4051,588,605,617,630,21692,4.571428571,10
4313,748,783,752,811,27850,11.85714286,10
587,313,343,349,384,15084,5.55,10
375,267,270,295,296,8354,20,20
1373,472,463,504,517,17363,28.33333333,40
456,165,208,216,251,7768,4.333333333,4
559,229,277,244,278,8359,7.136363636,7
1557,290,311,342,361,13837,10.5,10
350,147,352,224,348,12182,15,25
1183,217,528,379,628,24703,37.5,25
2306,392,450,404,451,15933,15,10
1364,451,468,518,561,21988,25,25
450,378,391,391,432,15711,11.68181818,10
4143,617,690,704,755,25985,13.72727273,20
430,210,256,264,311,11608,7.333333333,20
689,324,356,370,394,12916,19.52380952,25
345,159,197,233,277,9775,20,40
459,116,518,280,533,19070,27.42307692,100
781,403,422,434,473,15259,7.8,8
485,257,304,275,320,10413,12.5,15
1518,449,469,494,523,17518,10.7,16
586,349,413,404,465,15304,7.3,10
2915,309,666,508,759,24949,70,75
1292,266,355,436,498,16678,10.76190476,5
1014,313,365,422,496,19264,6.421052632,10
1162,529,560,571,612,18860,10.83333333,20
637,379,425,355,407,12275,8.615384615,9
662,292,347,337,377,12252,10.4,10
850,440,468,470,511,17825,20,20
889,328,368,391,431,13456,10.66666667,15
952,462,488,471,496,17556,20.72222222,30
1248,289,348,346,379,17282,7.5,5
1624,380,382,407,408,9685,5,4
1413,414,482,489,539,30680,8,25
1949,288,334,384,374,16663,36.8,100
1367,342,329,359,355,14197,6.75,9
1069,198,257,308,367,16759,6.125,10
435,314,357,378,431,13352,7.4,10
2516,595,649,641,691,22684,13.65517241,16
1675,336,505,441,568,25558,20,10
887,533,544,597,652,16830,15,20
3000,164,162,243,212,10410,18,25
675,304,360,344,397,14421,10.125,16
548,265,292,320,345,12579,10.4,25
2113,422,450,502,532,19377,9,5
2800,368,438,500,528,25386,6.166666667,8
320,172,208,247,285,9900,10.64,5
428,253,294,284,319,10747,2.625,5
3442,658,671,749,793,28222,10,15
5190,870,892,871,918,39481,9.888888889,20
796,367,453,414,491,19983,6.076923077,8
1333,162,451,234,476,4738,8.625,12
1062,490,526,486,553,18786,9.75,10
4947,586,608,682,748,33685,10,10
657,331,383,355,400,14209,8.066666667,11
705,337,416,449,569,20987,30.71428571,50
563,340,430,366,414,13688,4.941176471,10
643,300,384,396,472,15003,6.25,5
862,476,519,478,511,16332,20.25,27
1547,516,522,529,526,13896,12.6,15
922,374,442,449,501,16125,14,17
456,238,263,281,317,10293,11,12
1016,607,624,642,676,20207,15,15
3556,735,701,838,805,34382,15.85714286,15
3760,705,761,800,862,47863,11.9,20
842,438,446,505,516,15854,15.6,5
1982,786,846,798,868,48843,11.81818182,12
1029,207,233,247,337,14574,17.75,40
428,140,196,171,208,9064,9.769230769,10
860,458,453,495,505,19217,13.51111111,38
2444,729,780,737,782,28668,15,15
416,247,297,292,340,11789,15,5
2854,732,749,760,785,29170,20,20
582,292,308,323,340,10930,4.272727273,5
668,272,369,311,391,17206,6.411764706,10
684,143,143,129,129,2864,10.5,10
404,199,258,250,293,10342,10,14
697,197,208,244,254,7659,9.666666667,15
5407,1066,1340,914,1136,39951,17.66666667,100
824,348,371,365,400,14663,12.5,25
2741,618,609,586,558,21986,12.4,15
585,281,342,326,376,11157,11.58333333,10
1806,243,312,338,450,22969,2.795454546,3
1560,500,488,487,485,13816,15,21
1464,256,413,294,457,22015,9.857142857,10
445,180,210,226,256,7560,6.321428571,7
0,0,0,0,0,0,5.375,6
856,275,302,305,339,13421,11.83333333,20
260,159,176,226,253,9167,5.956521739,5
2993,673,725,751,767,20394,15.58333333,25
271,114,180,168,258,7545,13.6,16
4430,413,529,526,689,25404,9.545454546,21
2083,662,833,726,861,30627,40,25
553,238,381,270,323,12885,13.65909091,22
550,157,173,215,217,6493,12.5,10
160,118,170,161,218,7192,10.5,16
391,280,323,326,375,12693,15,5
679,238,322,267,318,11352,9.333333333,20
460,299,331,321,353,11756,15.75,25
1896,502,511,548,555,17405,15,20
434,211,299,243,308,10350,11.4,12
5806,778,871,830,896,50987,20,20
544,259,305,322,341,11638,20,20
2203,395,473,429,483,15398,8.565217391,13
422,268,326,320,376,13261,6.1875,7
430,244,315,285,341,11630,23.33333333,30
693,373,457,413,463,16854,4.3,2
1952,335,365,367,398,15290,13,13
1227,249,336,346,457,22670,7.428571429,10
514,222,258,268,298,11184,15,15
432,203,300,226,323,9769,8.125,11
406,261,350,298,364,13225,13,15
576,244,335,293,345,13192,25,15
2250,235,338,268,338,21321,27.5,25
698,340,396,355,436,15577,12.71428571,20
810,180,214,217,264,12413,12.83333333,50
556,318,358,320,352,11779,9.428571429,12
1569,673,672,785,781,25775,13,5
1276,523,516,571,572,16775,32.33333333,41
2263,462,438,516,557,35752,10,10
217,97,163,129,149,4914,3.425925926,3
1788,368,424,415,514,23026,11,20
5438,881,967,928,1051,40432,15,20
960,566,587,600,634,18502,15.28571429,20
613,129,207,168,244,8382,14.875,25
713,255,273,294,331,13727,6.6,7
684,345,359,397,420,9317,5,5
900,488,524,537,563,18369,7.692307692,3
453,215,260,266,302,9722,8.307692308,10
0,55,68,63,89,8170,4.555555556,5
680,335,324,358,357,13525,6.363636364,10
800,294,358,333,376,13480,4.285714286,5
696,409,439,439,470,18427,10.42857143,10
208,210,261,261,305,11711,3.181818182,3
429,188,202,212,232,8017,20,30
1182,359,430,386,453,18266,19.43243243,25
2353,301,316,333,367,10333,25,25
806,357,393,386,441,14575,4,3
868,554,564,569,571,21200,8.5,12
236,203,250,285,317,12434,5.875,7
506,155,245,231,289,7983,8.4,10
1180,333,385,414,464,20815,12.9,25
836,278,383,324,442,16327,5.75,11
740,388,422,487,569,22630,8.714285714,10
752,278,332,353,408,14900,17.52941177,26
1781,762,776,835,853,27556,15,15
400,167,223,216,257,8550,10.42857143,17
1384,554,643,667,749,27245,8,15
345,195,235,237,263,9583,2.764705882,3
431,220,259,281,306,10129,25,10
1796,266,271,334,337,10720,20,20
695,263,270,358,344,11364,20,10
682,366,464,421,498,14538,8,8
867,214,303,295,339,12335,9.7,20
785,390,487,465,530,20699,9.4,10
0,0,0,0,0,0,17,25
459,240,253,272,299,9637,6.294117647,10
1345,609,635,629,678,29493,11,23
413,95,171,123,231,9020,10.16666667,12
770,477,522,522,578,19810,20,10
927,386,417,448,484,16777,9.733333333,15
565,259,293,305,339,11314,6.846153846,12
1229,345,388,417,438,15915,16.14285714,20
1946,388,517,510,650,31377,15.66666667,16
1364,373,455,447,471,13856,11.64285714,20
799,429,445,421,467,15469,9.125,12.5
1603,308,346,445,525,24259,12.66666667,20
917,462,480,434,474,14229,5.285714286,2
397,271,293,270,292,9937,6.857142857,7
2159,485,505,506,513,13476,15.2,15
705,286,293,284,298,10610,25,40
1278,346,371,422,477,15569,14.5,24
844,340,373,356,358,12280,20,25
3576,661,768,729,826,29413,8.887714286,11
1400,246,304,281,331,11924,10,7
4068,753,821,748,872,31920,6.4,15
1691,500,556,520,580,18202,14.33333333,20
300,182,191,236,294,9945,15.625,30
494,269,331,316,373,12815,6.571428571,20
409,220,275,275,297,10461,13,22
1429,191,223,247,309,12752,3.642857143,3
972,316,367,388,462,20831,11.2,17
5829,585,987,691,977,52437,11.5,26
2016,431,465,459,497,17882,8.75,15
1316,302,398,296,391,11409,5.15,5
915,469,514,514,566,17112,5.52631579,5
3206,313,399,383,465,18730,20,20
4093,585,697,685,776,32301,15.25,15
740,314,318,348,348,11579,15,20
1751,273,282,328,340,12557,25,10
2368,578,827,723,833,27653,13.2,30
5886,1096,1500,1005,1116,82369,20,25
2476,366,453,470,537,15702,17.66666667,34
466,332,368,368,399,12452,10.87878788,20
567,201,240,302,313,10793,10.54545455,10
1089,296,324,328,352,12998,22.88235294,31
821,334,371,390,431,15694,10,10
1102,271,469,457,588,22625,8.769230769,15
1478,576,605,575,606,19378,15.125,21
1020,523,544,586,608,19432,21.25,35
1037,439,456,511,529,18050,10,10
1146,384,435,447,504,24850,7.5,9
849,344,368,398,428,12940,17.85714286,10
609,263,357,301,355,13005,11.78947368,11
2620,481,490,519,523,16047,14.42857143,18
753,341,393,373,442,15502,8.4,10
2650,853,965,870,987,41814,13.75,20
274,170,186,203,232,9658,15.66666667,10
3899,733,786,749,811,28586,33.33333333,20
3209,568,728,648,759,28817,19.4,25
581,295,349,349,402,13925,17,20
2172,352,344,413,369,11235,22.75,46
310,232,258,309,339,9741,9.833333333,15
874,510,516,543,555,18907,17.33333333,60
722,370,419,420,480,15063,6.725,8
1586,308,321,337,369,11913,9.5,15
397,166,211,227,274,10630,8.96875,5
302,208,216,207,203,5668,11.25,10
670,318,358,354,386,12457,4.958333333,4
1458,643,660,635,688,21122,6.833333333,9
538,238,313,269,331,12431,15.33333333,25
301,205,208,246,256,8803,13.25,10
814,430,468,471,505,16948,4.80952381,5
833,295,299,378,403,13341,11.85714286,10
1491,396,489,472,566,26286,14,20
301,215,273,262,299,10813,8.982758621,10
598,276,333,322,374,12592,7.25,10
861,248,314,278,328,16517,7,7
438,201,257,242,272,8303,15.61538462,10
1958,529,585,595,635,20879,5.357142857,10
914,445,515,469,541,22258,6.666666667,9
844,293,336,333,390,19809,9.866666667,10
532,237,404,297,396,11962,12,17
3645,336,414,428,491,27066,12.625,17
290,182,228,235,277,9887,20,20
3025,828,929,881,971,32976,10.66666667,16
293,219,228,258,270,10914,6.157894737,10
1155,684,695,728,750,22931,12.5,15
571,217,259,280,327,12055,8.9375,16
386,177,231,220,251,8524,8.444444444,18
332,170,222,233,269,8725,15,20
2479,409,456,500,557,23023,11.6,15
338,149,145,214,218,5317,9.6875,20
806,463,475,440,454,14182,10.6,16
1773,226,354,342,425,16919,11,23
281,209,241,280,313,11808,15,21
324,146,192,186,202,8170,12.5,15
481,162,204,212,247,10228,10.36363636,10
469,285,300,288,311,11456,15,15
759,270,307,316,352,13278,18.5,21
729,402,434,442,500,18754,4.344827586,11
703,314,357,350,376,12799,16.5,32
698,164,201,250,293,10618,10.625,10
870,396,510,456,549,21366,6.428571429,5
4286,811,910,883,947,33614,5.133333333,6
441,228,288,279,331,11359,8.083333333,10
3514,671,732,717,746,30696,5.222222222,5
1518,150,171,208,218,5043,5.055555556,5
376,397,401,405,412,15260,12.42857143,14
683,323,361,332,374,15127,4,10
918,364,390,464,484,18685,13,23
2865,534,647,627,690,24571,15.51851852,25
525,231,246,269,232,12598,9.875,13
994,437,488,491,540,18133,10,25
2051,523,545,543,561,19319,33,30
696,387,406,421,430,12711,13.8,21
1003,258,322,318,386,15748,7.038461539,10
5287,1032,1105,949,1002,43904,13.375,30
470,274,313,282,337,11192,4.2,5
792,260,320,337,396,14354,11.33333333,10
466,270,309,318,354,11581,11.66666667,10
284,224,252,284,326,11129,9.071428571,9
243,132,147,154,160,4960,9.0625,20
913,335,385,379,430,19239,19.625,32
383,76,134,135,180,5990,12.2,20
777,444,485,476,511,16822,9.3,12
430,174,314,297,388,12627,13,22
598,371,453,419,487,16242,11.5,10
1029,415,401,408,413,17789,5.133333333,10
1175,517,568,565,599,18850,5.222222222,5
340,147,178,217,252,7173,10.2,20
429,232,297,276,346,11632,7.692307692,3
575,209,212,247,265,8620,4.428571429,5
1442,293,321,333,368,10759,18.25,44
1033,246,256,260,267,11090,12.625,10
1811,350,405,440,466,18591,13.75,15
813,261,258,264,271,7323,9.909090909,12
559,344,361,378,403,13072,11,21
247,195,220,231,259,8189,5.5,15
2043,364,385,412,423,19087,9.666666667,25
748,352,372,369,423,13998,10,30
1033,471,545,544,598,22327,13.77777778,25
5739,634,670,792,810,45680,9.285714286,15
723,270,335,321,386,20233,10.10526316,11
968,331,342,338,345,11549,16.66666667,25
2556,490,670,610,744,40178,12.09090909,15
1911,462,486,489,517,16099,15,21
1773,226,354,342,425,16919,17.5,15
386,177,231,220,251,8524,15,25
467,192,261,261,323,10376,15,15
409,216,268,266,317,10381,5.602941177,7
2763,465,571,530,626,22975,20,20
2627,576,597,659,679,22267,17.5,25
331,195,288,255,314,11368,7.5,10
1875,226,575,343,622,23383,6.083333333,10
1778,393,502,445,513,17324,13,20
1647,541,599,611,642,26255,7.388888889,8
1424,419,446,477,506,16767,9.2,25
1759,250,598,380,621,22426,20,25
579,272,311,297,339,10571,21,21
3365,725,742,766,771,25852,15.375,10
928,334,463,403,527,23732,15,25
715,339,378,371,396,12617,6,7.5
4615,378,608,525,685,29952,14.75,10
438,342,360,339,373,11227,4.545454546,4
1232,203,229,241,267,10129,3.714285714,5
761,311,386,332,401,12965,12,15
738,458,509,479,503,17494,6.5,2.5
354,188,258,231,292,10233,7.733333333,6
974,252,279,300,330,13321,8.533333333,13
1490,612,645,733,818,38526,18.47826087,30
3898,744,754,785,816,26483,15.55555556,15
510,203,255,256,294,10514,10.5,15
754,313,345,316,356,12332,10,10
716,379,399,432,461,14680,2.583333333,3
915,307,442,385,537,22420,13.3,15
416,191,215,228,247,7564,7.272727273,8
1461,313,342,411,464,20659,5,5
415,199,308,242,300,11449,8.333333333,10
1565,713,741,838,905,39534,12.4,20
881,355,464,388,496,17641,11,19
569,256,270,310,317,9118,6.647058824,10
150,218,252,244,290,9942,5.833333333,6
3237,676,649,643,640,28067,12,20
472,257,303,284,337,13332,6.071428571,5
3325,597,603,611,600,18694,20,25
456,223,267,272,325,10736,5.666666667,7
558,344,366,398,414,14032,6.363636364,7
4250,299,301,363,364,12365,5.75,10
446,184,195,203,218,8395,3.222222222,4
454,312,311,302,306,9808,9,15
454,238,261,290,304,9795,13.81818182,20
1025,425,493,470,519,17688,13,12
620,323,358,348,373,11492,3.35516129,3
728,180,241,214,286,11426,8.625,10
1401,441,445,462,466,15438,5,6
949,429,448,420,468,15387,11.66666667,15
506,274,320,310,356,12932,10,10
3576,661,768,729,826,29413,11,14
852,344,450,394,498,19967,10.69230769,10
1884,454,458,490,490,14776,7.6875,5
547,378,404,408,402,14642,8.266666667,10
724,314,332,355,368,10913,5.954545455,10
406,183,225,245,287,8848,7.444444444,10
318,216,250,240,265,8799,21.85,15
644,191,222,243,272,9569,11.44444444,16
788,225,275,299,343,12754,6.789473684,8
2448,498,515,552,575,22133,9.545454546,11
577,245,257,279,300,11975,8.642857143,15
824,285,305,333,356,13339,20,20
782,435,437,443,451,14253,6.588235294,5
593,251,271,301,333,11866,3.916666667,3
980,335,387,381,435,14977,11,10
613,212,245,294,355,11792,6,11
427,162,194,168,215,10083,3.357142857,5
731,375,398,390,414,15419,20,25
401,202,259,243,289,9283,3.823529412,1
393,189,224,266,357,11906,5.375,4
535,192,303,263,374,11878,6.285714286,10
921,451,466,512,534,17564,13,15
780,395,434,494,548,18605,10,20
2707,507,504,538,537,16165,12.11764706,22
869,315,349,357,399,13437,6.066666667,7
462,224,264,248,253,8866,8,16
864,358,409,410,464,16065,11,10
713,176,259,267,321,11467,7,10
3100,133,488,306,497,18262,13.52380952,10
1417,406,341,519,508,18590,14.11111111,10
0,0,0,0,0,0,3.367647059,20
1208,560,549,616,612,18843,13.8,16
607,356,397,393,431,13714,7.666666667,10
619,187,215,197,242,13361,14.1,25
2027,360,382,421,447,14005,10.6,30
2307,477,478,490,499,14345,3.214285714,3
452,193,256,230,270,9283,5,5
522,225,349,326,403,13669,12,10
443,204,218,232,267,9473,10.42857143,20
482,239,282,287,335,11149,5.071428571,5
